dummy_transaction_id,dummy_consult_id,created_at,description,type,transaction_amount,refund_amount
515,3081,2022-06-17 7:12,authorization,consult_payment,49,0
517,204,2022-06-19 12:25,capture,consult_payment,79,0
518,3601,2022-06-20 13:08,capture,consult_payment,49,0
521,891,2022-06-25 19:30,authorization,consult_payment,79,0
522,2270,2022-06-16 11:08,authorization,consult_payment,49,0
523,96,2022-06-17 8:30,authorization,consult_payment,49,0
524,465,2022-06-17 10:28,authorization,consult_payment,49,0
525,3109,2022-06-17 14:53,authorization,consult_payment,49,0
526,548,2022-06-18 20:38,capture,consult_payment,79,0
527,1695,2022-06-19 12:38,authorization,consult_payment,79,0
528,1704,2022-06-19 15:40,authorization,consult_payment,199,0
529,261,2022-06-20 16:13,capture,consult_payment,49,0
530,1797,2022-06-21 8:20,capture,consult_payment,49,0
531,1849,2022-06-22 8:52,authorization,consult_payment,49,0
532,3727,2022-06-22 12:43,capture,consult_payment,49,0
533,2639,2022-06-22 12:59,capture,consult_payment,49,0
534,1984,2022-06-24 17:15,authorization,consult_payment,49,0
536,1007,2022-06-27 20:41,capture,consult_payment,49,0
537,2940,2022-06-28 20:05,authorization,consult_payment,49,0
538,2233,2022-06-15 18:16,capture,consult_payment,49,0
539,3461,2022-06-17 15:06,authorization,consult_payment,49,0
540,3482,2022-06-17 22:32,authorization,consult_payment,49,0
541,3652,2022-06-21 9:39,capture,consult_payment,199,0
542,1254,2022-06-25 14:35,authorization,consult_payment,79,0
543,3870,2022-06-25 15:21,capture,consult_payment,79,0
544,3908,2022-06-26 16:54,capture,consult_payment,84,0
545,923,2022-06-26 15:21,authorization,consult_payment,79,0
546,2827,2022-06-26 16:15,authorization,consult_payment,199,0
548,3953,2022-06-27 10:21,authorization,consult_payment,199,0
550,2532,2022-06-21 10:33,authorization,consult_payment,49,0
551,3639,2022-06-21 11:40,capture,consult_payment,49,0
552,3745,2022-06-22 16:25,authorization,consult_payment,49,0
553,2705,2022-06-23 16:09,authorization,consult_payment,49,0
554,4261,2022-06-26 1:21,authorization,consult_payment,99,0
555,2043,2022-06-26 10:08,authorization,consult_payment,79,0
556,2915,2022-06-28 9:56,authorization,consult_payment,49,0
557,1418,2022-06-28 20:36,authorization,consult_payment,49,0
558,401,2022-06-15 23:31,capture,consult_payment,49,0
559,3480,2022-06-17 21:17,authorization,consult_payment,49,0
560,2467,2022-06-20 8:20,authorization,consult_payment,49,0
561,2527,2022-06-21 8:06,authorization,consult_payment,49,0
562,3773,2022-06-23 10:50,authorization,consult_payment,49,0
563,2708,2022-06-23 17:14,capture,consult_payment,49,0
564,3870,2022-06-25 15:05,authorization,consult_payment,79,0
565,900,2022-06-26 15:14,capture,consult_payment,79,0
566,3978,2022-06-27 14:49,capture,consult_payment,49,0
567,4407,2022-06-29 6:10,authorization,consult_payment,99,0
568,4076,2022-06-29 13:48,authorization,consult_payment,49,0
569,506,2022-06-17 22:20,authorization,consult_payment,180,0
570,1732,2022-06-20 7:29,authorization,consult_payment,49,0
571,3652,2022-06-21 9:02,authorization,consult_payment,199,0
572,3353,2022-06-22 14:39,authorization,consult_payment,49,0
574,2912,2022-06-28 8:50,authorization,consult_payment,49,0
575,2991,2022-06-30 8:44,capture,consult_payment,49,0
576,1565,2022-06-16 22:29,authorization,consult_payment,49,0
577,2267,2022-06-18 11:03,authorization,consult_payment,79,0
578,1126,2022-06-22 18:33,authorization,consult_payment,199,0
579,2133,2022-06-27 16:23,authorization,consult_payment,199,0
580,69,2022-06-16 16:01,authorization,consult_payment,49,0
581,1580,2022-06-17 10:46,capture,consult_payment,120,0
582,1693,2022-06-19 11:32,authorization,consult_payment,79,0
583,207,2022-06-19 15:06,capture,consult_payment,49,49
584,279,2022-06-20 20:13,capture,consult_payment,49,0
585,3648,2022-06-21 7:07,authorization,consult_payment,199,0
586,860,2022-06-25 6:19,capture,consult_payment,99,0
587,867,2022-06-25 10:26,capture,consult_payment,79,0
589,939,2022-06-26 19:46,capture,consult_payment,49,0
591,4351,2022-06-27 20:00,authorization,consult_payment,49,0
592,1474,2022-06-30 9:16,authorization,consult_payment,199,0
593,2613,2022-06-30 11:07,capture,consult_payment,199,0
594,1560,2022-06-16 20:37,authorization,consult_payment,49,0
595,321,2022-06-21 16:46,capture,consult_payment,199,0
596,2766,2022-06-24 20:32,authorization,consult_payment,49,0
598,925,2022-06-26 16:54,capture,consult_payment,79,0
599,992,2022-06-27 16:40,authorization,consult_payment,49,0
600,4383,2022-06-28 14:06,authorization,consult_payment,49,0
601,2203,2022-06-28 22:51,authorization,consult_payment,49,0
602,1560,2022-06-16 21:57,capture,consult_payment,49,0
603,3440,2022-06-17 10:22,capture,consult_payment,49,0
604,3506,2022-06-18 10:59,authorization,consult_payment,99,0
605,2435,2022-06-19 14:52,capture,consult_payment,79,0
607,280,2022-06-20 22:16,capture,consult_payment,49,0
608,3297,2022-06-21 12:53,capture,consult_payment,49,0
609,1925,2022-06-23 13:17,capture,consult_payment,49,0
610,4159,2022-06-23 18:12,capture,consult_payment,49,0
611,1311,2022-06-26 16:41,capture,consult_payment,79,0
612,2911,2022-06-28 9:14,authorization,consult_payment,49,0
613,2133,2022-06-27 16:49,capture,consult_payment,199,0
615,2260,2022-06-16 10:17,authorization,consult_payment,49,0
616,2341,2022-06-17 16:14,capture,consult_payment,49,0
617,4173,2022-06-24 7:57,authorization,consult_payment,49,0
618,833,2022-06-24 13:27,authorization,consult_payment,99,0
619,2013,2022-06-25 12:09,capture,consult_payment,199,0
620,2837,2022-06-26 19:36,authorization,consult_payment,99,0
621,3831,2022-06-27 13:53,authorization,consult_payment,49,0
622,1500,2022-06-15 17:48,authorization,consult_payment,49,0
623,2337,2022-06-17 15:20,capture,consult_payment,49,0
625,3587,2022-06-20 15:26,capture,consult_payment,49,0
626,2031,2022-06-25 18:34,capture,consult_payment,49,49
627,799,2022-06-26 10:22,capture,consult_payment,199,0
628,2845,2022-06-26 23:40,authorization,consult_payment,79,0
629,1616,2022-06-17 20:34,authorization,consult_payment,49,0
630,600,2022-06-20 8:52,capture,consult_payment,49,0
631,290,2022-06-21 13:22,capture,consult_payment,49,0
632,720,2022-06-22 13:08,authorization,consult_payment,49,0
633,752,2022-06-22 19:52,authorization,consult_payment,49,0
634,2013,2022-06-25 11:48,authorization,consult_payment,199,0
635,900,2022-06-26 15:01,authorization,consult_payment,79,0
636,4354,2022-06-27 21:18,authorization,consult_payment,199,0
637,3028,2022-06-16 9:22,capture,consult_payment,120,0
638,73,2022-06-16 16:47,authorization,consult_payment,49,0
639,3493,2022-06-18 9:04,authorization,consult_payment,79,0
640,249,2022-06-20 12:01,authorization,consult_payment,49,0
641,290,2022-06-21 13:00,authorization,consult_payment,49,0
642,2556,2022-06-21 14:45,authorization,consult_payment,49,0
643,4110,2022-06-22 21:29,authorization,consult_payment,180,0
644,4161,2022-06-23 18:34,authorization,consult_payment,180,0
646,860,2022-06-25 6:09,authorization,consult_payment,99,0
647,1004,2022-06-27 18:25,capture,consult_payment,49,49
649,2299,2022-06-16 23:37,authorization,consult_payment,39,0
650,211,2022-06-19 17:51,capture,consult_payment,79,0
651,3711,2022-06-22 9:21,capture,consult_payment,49,0
652,4351,2022-06-27 20:18,capture,consult_payment,49,0
653,4354,2022-06-27 21:47,capture,consult_payment,199,0
654,4385,2022-06-28 14:31,authorization,consult_payment,49,0
655,24,2022-06-15 19:24,authorization,consult_payment,49,0
656,2253,2022-06-16 7:03,capture,consult_payment,55,0
657,3443,2022-06-17 11:16,authorization,consult_payment,49,0
658,1601,2022-06-17 15:13,authorization,consult_payment,180,0
659,505,2022-06-17 23:20,authorization,consult_payment,49,0
660,3884,2022-06-25 19:34,capture,consult_payment,299,299
661,1401,2022-06-28 12:31,capture,consult_payment,49,0
662,1431,2022-06-29 9:37,authorization,consult_payment,49,0
663,29,2022-06-15 21:20,authorization,consult_payment,49,0
664,2271,2022-06-16 15:07,authorization,consult_payment,49,0
665,88,2022-06-16 21:30,capture,consult_payment,49,0
666,1618,2022-06-17 21:14,authorization,consult_payment,49,0
667,164,2022-06-18 11:43,authorization,consult_payment,79,0
668,3600,2022-06-20 12:17,capture,consult_payment,49,0
669,2280,2022-06-16 13:19,authorization,consult_payment,49,0
670,68,2022-06-16 16:04,capture,consult_payment,49,0
671,3424,2022-06-16 18:22,authorization,consult_payment,49,0
672,502,2022-06-17 20:59,authorization,consult_payment,49,0
675,2697,2022-06-23 18:28,capture,consult_payment,49,0
676,836,2022-06-24 13:46,authorization,consult_payment,49,0
678,958,2022-06-27 9:30,capture,consult_payment,49,0
679,3086,2022-06-17 8:44,authorization,consult_payment,199,0
680,3086,2022-06-17 9:14,capture,consult_payment,199,0
681,1627,2022-06-18 7:02,authorization,consult_payment,79,0
682,1132,2022-06-22 21:34,authorization,consult_payment,49,0
683,3796,2022-06-23 20:10,capture,consult_payment,49,0
684,2008,2022-06-25 10:48,authorization,consult_payment,79,0
685,4237,2022-06-25 12:49,capture,consult_payment,49,49
686,1023,2022-06-28 11:37,capture,consult_payment,180,0
687,1559,2022-06-16 22:01,capture,consult_payment,49,0
688,3626,2022-06-20 17:22,authorization,consult_payment,49,0
689,1210,2022-06-24 13:42,authorization,consult_payment,49,0
690,2111,2022-06-27 13:13,capture,consult_payment,49,0
691,4030,2022-06-28 14:13,capture,consult_payment,49,0
692,1042,2022-06-28 17:39,capture,consult_payment,49,0
693,3395,2022-06-15 23:34,capture,consult_payment,99,0
694,416,2022-06-16 10:57,authorization,consult_payment,49,0
695,1584,2022-06-17 10:53,authorization,consult_payment,49,0
696,231,2022-06-20 8:40,authorization,consult_payment,49,0
697,2564,2022-06-21 16:58,authorization,consult_payment,49,0
701,1369,2022-06-27 16:52,authorization,consult_payment,180,0
702,2161,2022-06-28 12:43,capture,consult_payment,299,0
703,1406,2022-06-29 10:07,capture,consult_payment,199,0
706,2322,2022-06-17 12:40,authorization,consult_payment,49,0
707,3462,2022-06-17 14:05,authorization,consult_payment,49,0
708,3531,2022-06-18 19:26,capture,consult_payment,79,0
709,293,2022-06-21 7:09,authorization,consult_payment,180,0
710,1874,2022-06-22 19:16,authorization,consult_payment,49,0
711,3743,2022-06-22 20:16,capture,consult_payment,199,0
712,4214,2022-06-25 0:26,authorization,consult_payment,99,0
713,4426,2022-06-29 18:50,capture,consult_payment,49,0
714,4452,2022-06-30 9:28,authorization,consult_payment,49,0
715,469,2022-06-17 12:14,capture,consult_payment,49,49
716,3104,2022-06-17 12:41,authorization,consult_payment,199,0
717,3661,2022-06-21 10:44,capture,consult_payment,49,0
718,2656,2022-06-23 10:27,capture,consult_payment,49,0
720,4179,2022-06-24 8:59,capture,consult_payment,49,0
721,2056,2022-06-26 14:26,authorization,consult_payment,79,0
722,3932,2022-06-26 19:49,capture,consult_payment,49,0
723,4425,2022-06-29 17:32,authorization,consult_payment,49,0
724,2496,2022-06-20 15:24,authorization,consult_payment,49,0
725,293,2022-06-21 10:30,capture,consult_payment,180,0
726,3756,2022-06-22 22:43,authorization,consult_payment,49,0
727,3327,2022-06-23 18:49,capture,consult_payment,49,0
728,895,2022-06-27 9:31,authorization,consult_payment,49,0
729,63,2022-06-16 14:25,capture,consult_payment,49,0
730,2310,2022-06-17 9:36,authorization,consult_payment,49,0
731,496,2022-06-17 20:02,capture,consult_payment,49,0
732,168,2022-06-18 14:51,authorization,consult_payment,79,0
733,573,2022-06-19 17:29,capture,consult_payment,120,0
734,260,2022-06-20 14:48,capture,consult_payment,49,0
735,267,2022-06-20 16:08,capture,consult_payment,49,0
736,644,2022-06-20 18:43,authorization,consult_payment,199,0
737,1874,2022-06-22 19:24,capture,consult_payment,49,0
738,1904,2022-06-23 7:01,authorization,consult_payment,49,0
739,3764,2022-06-23 15:42,authorization,consult_payment,49,0
740,1214,2022-06-24 14:19,capture,consult_payment,49,0
741,2835,2022-06-26 20:11,authorization,consult_payment,79,0
742,2861,2022-06-27 11:15,authorization,consult_payment,199,0
743,2249,2022-06-16 9:45,capture,consult_payment,49,0
744,471,2022-06-17 12:42,authorization,consult_payment,199,0
745,2330,2022-06-17 13:20,authorization,consult_payment,199,0
746,3114,2022-06-17 15:42,authorization,consult_payment,49,0
747,546,2022-06-18 18:35,authorization,consult_payment,79,0
748,662,2022-06-21 8:45,capture,consult_payment,49,0
749,1413,2022-06-28 16:45,authorization,consult_payment,49,0
750,2597,2022-06-29 16:10,authorization,consult_payment,49,0
751,2616,2022-06-29 22:40,capture,consult_payment,49,0
752,2624,2022-06-30 8:16,capture,consult_payment,49,0
753,2595,2022-06-30 10:07,capture,consult_payment,180,0
754,407,2022-06-16 9:11,capture,consult_payment,49,0
755,3027,2022-06-16 9:13,authorization,consult_payment,49,0
756,1691,2022-06-19 11:35,capture,consult_payment,199,0
757,813,2022-06-24 9:15,capture,consult_payment,49,0
758,2768,2022-06-24 21:54,capture,consult_payment,99,99
759,2880,2022-06-27 16:03,authorization,consult_payment,49,0
760,4402,2022-06-28 21:16,authorization,consult_payment,49,0
761,1459,2022-06-29 18:19,authorization,consult_payment,49,0
762,1482,2022-06-15 13:03,capture,consult_payment,49,0
763,542,2022-06-18 17:28,authorization,consult_payment,79,0
764,1666,2022-06-18 19:30,authorization,consult_payment,180,0
765,259,2022-06-20 13:12,capture,consult_payment,270,270
766,3569,2022-06-21 17:02,capture,consult_payment,49,0
767,347,2022-06-22 9:50,authorization,consult_payment,49,0
769,4172,2022-06-24 7:59,authorization,consult_payment,49,0
770,1958,2022-06-24 8:27,authorization,consult_payment,39,0
771,813,2022-06-24 8:50,authorization,consult_payment,49,0
772,3844,2022-06-25 9:41,capture,consult_payment,79,0
773,912,2022-06-26 11:35,authorization,consult_payment,79,0
774,1312,2022-06-26 17:25,authorization,consult_payment,79,0
775,2158,2022-06-28 8:10,authorization,consult_payment,49,0
776,14,2022-06-15 15:31,capture,consult_payment,49,0
777,2272,2022-06-16 11:55,authorization,consult_payment,199,0
778,3530,2022-06-18 19:09,authorization,consult_payment,180,0
779,570,2022-06-19 12:00,capture,consult_payment,79,0
780,2752,2022-06-24 16:12,authorization,consult_payment,49,0
781,1991,2022-06-24 19:24,capture,consult_payment,49,0
782,1311,2022-06-26 16:29,authorization,consult_payment,79,0
783,2890,2022-06-27 19:33,capture,consult_payment,49,0
784,4005,2022-06-28 1:26,capture,consult_payment,99,0
785,2949,2022-06-29 9:16,capture,consult_payment,49,0
787,2624,2022-06-30 7:54,authorization,consult_payment,49,0
788,1593,2022-06-17 13:24,capture,consult_payment,49,0
789,126,2022-06-17 15:51,authorization,consult_payment,49,0
790,258,2022-06-20 12:32,authorization,consult_payment,49,0
791,3768,2022-06-23 9:25,capture,consult_payment,49,49
792,749,2022-06-23 13:56,authorization,consult_payment,199,0
793,3801,2022-06-24 0:00,authorization,consult_payment,99,0
794,2749,2022-06-24 15:20,capture,consult_payment,49,0
795,4270,2022-06-26 11:26,capture,consult_payment,79,0
796,916,2022-06-26 12:01,authorization,consult_payment,79,0
797,3984,2022-06-27 16:20,authorization,consult_payment,180,0
798,2937,2022-06-28 18:33,authorization,consult_payment,49,0
799,436,2022-06-16 17:57,capture,consult_payment,49,0
800,3443,2022-06-17 11:36,capture,consult_payment,49,0
801,851,2022-06-24 22:25,authorization,consult_payment,49,0
804,3389,2022-06-17 6:35,authorization,consult_payment,199,0
806,3665,2022-06-21 10:51,authorization,consult_payment,49,0
807,1155,2022-06-23 12:12,authorization,consult_payment,49,0
808,4280,2022-06-26 14:34,capture,consult_payment,79,0
809,4030,2022-06-28 13:50,authorization,consult_payment,49,0
810,4442,2022-06-30 8:31,authorization,consult_payment,49,0
811,3093,2022-06-17 10:27,capture,consult_payment,49,0
812,494,2022-06-18 9:01,authorization,consult_payment,79,0
813,217,2022-06-20 23:10,authorization,consult_payment,49,0
814,3654,2022-06-21 9:47,capture,consult_payment,199,0
815,1351,2022-06-27 13:04,authorization,consult_payment,49,0
817,4378,2022-06-28 16:01,capture,consult_payment,49,0
818,27,2022-06-15 20:44,capture,consult_payment,49,0
819,3256,2022-06-20 17:12,authorization,consult_payment,49,0
820,298,2022-06-21 9:01,authorization,consult_payment,49,0
821,3281,2022-06-21 10:24,authorization,consult_payment,49,0
822,4142,2022-06-23 13:34,capture,consult_payment,270,0
823,2629,2022-06-24 12:33,authorization,consult_payment,49,0
824,2789,2022-06-26 11:50,capture,consult_payment,199,0
826,2952,2022-06-29 9:36,capture,consult_payment,49,0
827,1088,2022-06-29 20:25,capture,consult_payment,49,0
828,2965,2022-06-30 7:56,authorization,consult_payment,49,0
829,2999,2022-06-15 13:36,authorization,consult_payment,49,0
830,3093,2022-06-17 10:10,authorization,consult_payment,49,0
831,3089,2022-06-17 12:54,authorization,consult_payment,49,0
832,3197,2022-06-19 16:00,capture,consult_payment,180,0
833,2529,2022-06-21 8:22,authorization,consult_payment,49,0
834,2645,2022-06-23 11:45,capture,consult_payment,49,0
835,888,2022-06-25 16:38,authorization,consult_payment,79,0
836,853,2022-06-26 18:35,authorization,consult_payment,79,0
837,3176,2022-06-18 18:43,authorization,consult_payment,79,0
838,1896,2022-06-22 22:48,capture,consult_payment,49,0
839,2703,2022-06-23 16:27,capture,consult_payment,49,0
840,3796,2022-06-23 19:16,authorization,consult_payment,49,0
841,4245,2022-06-25 14:47,capture,consult_payment,79,0
842,1064,2022-06-29 10:36,authorization,consult_payment,49,0
843,2971,2022-06-29 16:55,capture,consult_payment,49,0
844,3429,2022-06-16 20:54,authorization,consult_payment,49,0
845,3429,2022-06-16 21:01,capture,consult_payment,49,0
846,1831,2022-06-21 22:48,capture,consult_payment,199,0
847,4152,2022-06-24 10:41,authorization,consult_payment,180,0
848,913,2022-06-26 11:53,capture,consult_payment,79,0
849,2057,2022-06-26 14:41,capture,consult_payment,79,0
850,4290,2022-06-26 20:06,authorization,consult_payment,79,0
851,2135,2022-06-27 16:51,authorization,consult_payment,49,0
852,3221,2022-06-20 8:26,authorization,consult_payment,49,0
853,3502,2022-06-22 18:41,capture,consult_payment,49,0
854,4206,2022-06-24 17:38,capture,consult_payment,49,0
855,3862,2022-06-25 13:22,authorization,consult_payment,79,0
858,1456,2022-06-29 18:30,capture,consult_payment,199,0
859,2986,2022-06-29 23:31,authorization,consult_payment,49,0
860,519,2022-06-18 8:13,authorization,consult_payment,79,0
861,1739,2022-06-20 9:27,authorization,consult_payment,49,0
862,1751,2022-06-20 12:47,authorization,consult_payment,49,0
863,3661,2022-06-21 10:12,authorization,consult_payment,49,0
864,3502,2022-06-22 18:30,authorization,consult_payment,49,0
865,216,2022-06-23 10:52,authorization,consult_payment,49,0
866,3780,2022-06-23 12:19,authorization,consult_payment,49,0
867,3780,2022-06-23 13:00,capture,consult_payment,49,0
868,4154,2022-06-23 16:42,capture,consult_payment,120,0
869,806,2022-06-23 22:09,capture,consult_payment,49,0
870,811,2022-06-24 9:27,capture,consult_payment,49,0
871,1962,2022-06-24 9:57,authorization,consult_payment,49,0
872,4152,2022-06-24 12:30,capture,consult_payment,180,0
873,2126,2022-06-27 15:31,capture,consult_payment,49,0
875,4443,2022-06-30 8:50,capture,consult_payment,49,0
876,741,2022-06-22 16:12,authorization,consult_payment,49,0
877,1142,2022-06-24 10:47,capture,consult_payment,49,0
878,2001,2022-06-25 7:13,authorization,consult_payment,79,0
879,861,2022-06-25 7:54,authorization,consult_payment,79,0
880,3892,2022-06-26 4:00,capture,consult_payment,79,0
881,909,2022-06-28 18:09,authorization,consult_payment,49,0
882,411,2022-06-16 9:34,capture,consult_payment,99,0
883,63,2022-06-16 14:16,authorization,consult_payment,49,0
884,115,2022-06-17 15:04,capture,consult_payment,49,0
885,1163,2022-06-23 14:54,capture,consult_payment,49,0
886,2041,2022-06-26 8:37,capture,consult_payment,79,0
887,2841,2022-06-26 20:45,authorization,consult_payment,79,0
888,1492,2022-06-15 15:01,authorization,consult_payment,49,0
889,2271,2022-06-16 16:24,capture,consult_payment,49,0
890,1567,2022-06-17 1:11,authorization,consult_payment,99,0
891,3239,2022-06-20 12:42,authorization,consult_payment,49,0
892,2586,2022-06-22 8:48,authorization,consult_payment,49,0
894,1166,2022-06-23 14:11,authorization,consult_payment,49,0
895,1951,2022-06-23 21:37,authorization,consult_payment,49,0
897,2578,2022-06-24 13:57,authorization,consult_payment,49,0
898,835,2022-06-24 14:44,authorization,consult_payment,49,0
899,2839,2022-06-26 20:03,authorization,consult_payment,199,0
900,386,2022-06-15 17:27,authorization,consult_payment,49,0
901,1518,2022-06-16 9:38,authorization,consult_payment,49,0
902,3060,2022-06-16 17:47,authorization,consult_payment,49,0
903,2370,2022-06-18 8:46,authorization,consult_payment,79,0
904,3281,2022-06-21 10:29,capture,consult_payment,49,0
905,2586,2022-06-22 9:04,capture,consult_payment,49,0
906,3821,2022-06-24 12:38,authorization,consult_payment,49,0
907,1977,2022-06-24 14:27,authorization,consult_payment,49,0
908,892,2022-06-25 20:22,capture,consult_payment,199,0
909,3915,2022-06-26 12:45,authorization,consult_payment,79,0
910,459,2022-06-27 11:01,authorization,consult_payment,49,0
911,2952,2022-06-29 9:04,authorization,consult_payment,49,0
912,19,2022-06-15 16:59,authorization,consult_payment,49,0
913,3089,2022-06-17 13:11,capture,consult_payment,49,0
914,3600,2022-06-20 12:07,authorization,consult_payment,49,0
915,1829,2022-06-21 21:27,capture,consult_payment,49,0
916,1490,2022-06-15 14:37,authorization,consult_payment,49,0
917,2295,2022-06-16 21:19,authorization,consult_payment,49,0
918,2421,2022-06-19 3:42,capture,consult_payment,99,99
919,3665,2022-06-21 11:09,capture,consult_payment,49,0
920,4168,2022-06-23 22:17,capture,consult_payment,49,49
921,3821,2022-06-24 13:44,capture,consult_payment,49,0
922,2691,2022-06-24 13:47,capture,consult_payment,199,0
923,853,2022-06-26 19:30,capture,consult_payment,79,0
924,2111,2022-06-27 12:58,authorization,consult_payment,49,0
925,2119,2022-06-27 13:51,authorization,consult_payment,199,0
926,1042,2022-06-28 17:10,authorization,consult_payment,49,0
928,24,2022-06-15 19:43,capture,consult_payment,49,0
929,68,2022-06-16 15:38,authorization,consult_payment,49,0
930,106,2022-06-17 11:47,authorization,consult_payment,49,0
931,3250,2022-06-20 15:37,authorization,consult_payment,49,0
933,1376,2022-06-27 19:13,authorization,consult_payment,49,0
934,3398,2022-06-16 6:17,capture,consult_payment,99,0
935,408,2022-06-16 6:55,capture,consult_payment,49,0
936,3468,2022-06-17 15:36,authorization,consult_payment,49,0
938,2421,2022-06-19 3:09,authorization,consult_payment,99,0
939,604,2022-06-20 9:24,authorization,consult_payment,49,0
940,3626,2022-06-20 17:49,capture,consult_payment,49,0
941,345,2022-06-22 9:58,authorization,consult_payment,199,0
942,2819,2022-06-26 12:47,authorization,consult_payment,79,0
943,2819,2022-06-26 12:57,capture,consult_payment,79,0
944,459,2022-06-27 12:11,capture,consult_payment,49,0
945,1008,2022-06-27 19:55,authorization,consult_payment,49,0
946,1041,2022-06-28 16:32,authorization,consult_payment,49,0
947,4045,2022-06-28 19:34,capture,consult_payment,49,0
948,4454,2022-06-30 9:58,capture,consult_payment,49,0
949,3278,2022-06-30 11:02,authorization,consult_payment,49,0
950,1520,2022-06-16 9:56,authorization,consult_payment,49,0
951,3039,2022-06-16 14:37,capture,consult_payment,180,0
952,3071,2022-06-16 22:25,authorization,consult_payment,49,0
953,1691,2022-06-19 10:49,authorization,consult_payment,199,0
954,1803,2022-06-21 10:10,authorization,consult_payment,49,0
955,3801,2022-06-24 0:22,capture,consult_payment,99,0
956,3949,2022-06-27 9:10,authorization,consult_payment,39,0
957,2138,2022-06-28 8:50,authorization,consult_payment,49,0
958,415,2022-06-16 10:04,authorization,consult_payment,49,0
959,3081,2022-06-17 7:21,capture,consult_payment,49,0
960,2424,2022-06-19 8:31,capture,consult_payment,79,0
961,261,2022-06-20 13:58,authorization,consult_payment,49,0
962,3259,2022-06-20 18:34,authorization,consult_payment,49,0
964,3585,2022-06-21 11:53,authorization,consult_payment,199,0
966,887,2022-06-25 15:54,authorization,consult_payment,79,0
967,2037,2022-06-26 0:51,capture,consult_payment,99,0
968,1054,2022-06-29 7:35,capture,consult_payment,49,0
969,47,2022-06-16 10:29,authorization,consult_payment,49,0
970,3119,2022-06-17 16:23,authorization,consult_payment,49,0
971,3187,2022-06-18 23:56,authorization,consult_payment,79,0
972,2454,2022-06-20 9:42,authorization,consult_payment,44,0
973,747,2022-06-22 18:11,authorization,consult_payment,49,0
975,4122,2022-06-23 13:20,authorization,consult_payment,49,0
976,832,2022-06-24 13:46,authorization,consult_payment,49,0
977,1988,2022-06-24 18:40,authorization,consult_payment,49,0
978,908,2022-06-26 10:13,capture,consult_payment,79,0
979,973,2022-06-27 11:51,authorization,consult_payment,199,0
980,2123,2022-06-27 15:27,capture,consult_payment,49,0
981,65,2022-06-17 7:14,authorization,consult_payment,49,0
982,180,2022-06-18 20:12,authorization,consult_payment,79,0
983,2448,2022-06-19 19:00,authorization,consult_payment,79,0
984,4159,2022-06-23 17:58,authorization,consult_payment,49,0
985,4234,2022-06-25 11:39,authorization,consult_payment,79,0
986,926,2022-06-26 15:55,capture,consult_payment,79,0
988,1365,2022-06-27 16:34,capture,consult_payment,49,0
989,2595,2022-06-29 15:42,authorization,consult_payment,180,0
990,1459,2022-06-29 18:43,capture,consult_payment,49,0
992,3601,2022-06-20 12:15,authorization,consult_payment,49,0
994,2766,2022-06-24 20:43,capture,consult_payment,49,0
995,6,2022-06-15 13:19,capture,consult_payment,49,0
996,1688,2022-06-19 8:06,authorization,consult_payment,79,0
997,1666,2022-06-19 15:12,capture,consult_payment,180,0
998,3213,2022-06-19 19:44,capture,consult_payment,79,0
999,3272,2022-06-20 23:10,authorization,consult_payment,49,0
1000,2170,2022-06-28 12:15,authorization,consult_payment,49,0
1001,1264,2022-06-28 13:02,authorization,consult_payment,49,0
1002,2963,2022-06-29 14:44,authorization,consult_payment,49,0
1003,2233,2022-06-15 17:55,authorization,consult_payment,49,0
1004,2285,2022-06-16 14:51,authorization,consult_payment,49,0
1005,449,2022-06-16 21:13,authorization,consult_payment,49,0
1006,1565,2022-06-16 22:48,capture,consult_payment,49,0
1007,472,2022-06-17 12:50,authorization,consult_payment,49,0
1008,1597,2022-06-17 14:08,authorization,consult_payment,49,0
1009,541,2022-06-18 17:12,authorization,consult_payment,79,0
1010,3175,2022-06-18 18:41,authorization,consult_payment,79,0
1011,801,2022-06-23 19:55,authorization,consult_payment,49,0
1012,2034,2022-06-25 21:10,authorization,consult_payment,79,0
1013,2040,2022-06-26 8:23,capture,consult_payment,79,0
1014,1635,2022-06-27 11:48,capture,consult_payment,49,0
1015,3953,2022-06-27 13:44,capture,consult_payment,199,0
1016,4024,2022-06-28 12:14,authorization,consult_payment,49,0
1017,1034,2022-06-28 14:37,authorization,consult_payment,49,0
1018,1071,2022-06-29 12:32,authorization,consult_payment,49,0
1019,2623,2022-06-30 7:31,capture,consult_payment,49,0
1020,3016,2022-06-15 23:06,capture,consult_payment,49,0
1021,1580,2022-06-17 9:56,authorization,consult_payment,120,0
1022,160,2022-06-18 11:06,authorization,consult_payment,79,0
1023,2563,2022-06-21 17:42,capture,consult_payment,49,0
1024,1864,2022-06-22 11:57,capture,consult_payment,49,0
1025,3730,2022-06-22 12:10,authorization,consult_payment,49,0
1026,1181,2022-06-23 23:21,authorization,consult_payment,49,0
1027,1294,2022-06-27 8:58,capture,consult_payment,49,0
1028,2919,2022-06-28 11:58,authorization,consult_payment,180,0
1029,1558,2022-06-16 20:21,capture,consult_payment,49,0
1030,2337,2022-06-17 15:08,authorization,consult_payment,49,0
1031,586,2022-06-19 18:56,authorization,consult_payment,79,0
1032,3663,2022-06-21 11:15,capture,consult_payment,49,0
1034,2015,2022-06-25 12:58,authorization,consult_payment,79,0
